timestamp,open,high,low,close,volume
2002-01-02 09:30:00,76.127,76.272,75.465,75.597,2733600
2002-01-02 10:00:00,75.717,76.106,75.3,75.511,3604600
2002-01-02 10:30:00,75.631,75.788,75.017,75.333,1060000
2002-01-02 11:00:00,75.466,75.835,75.142,75.471,750700
2002-01-02 11:30:00,75.604,75.901,75.307,75.451,474400
2002-01-02 12:00:00,75.565,75.815,75.26,75.55,334800
2002-01-02 12:30:00,75.657,75.835,75.307,75.491,897600
2002-01-02 13:00:00,75.598,75.868,75.313,75.544,578400
2002-01-02 13:30:00,75.671,76.153,75.392,75.854,576200
2002-01-02 14:00:00,76.015,76.199,75.478,75.669,627800
2002-01-02 14:30:00,75.796,76.146,75.425,75.663,765500
2002-01-02 15:00:00,75.796,76.318,75.419,76.052,1650700
2002-01-02 15:30:00,76.153,76.616,75.9,76.316,2092900
2002-01-03 09:30:00,76.484,77.047,76.157,76.752,2700800
2002-01-03 10:00:00,76.848,77.1,76.447,76.587,2900300
2002-01-03 10:30:00,76.749,77.054,76.394,76.792,1050200
2002-01-03 11:00:00,76.881,77.173,76.572,76.772,613500
2002-01-03 11:30:00,76.94,77.074,76.5,76.706,704900
2002-01-03 12:00:00,76.841,77.007,76.421,76.633,390800
2002-01-03 12:30:00,76.762,77.001,76.328,76.706,752500
2002-01-03 13:00:00,76.854,77.054,76.513,76.66,515400
2002-01-03 13:30:00,76.775,77.08,76.48,76.679,523500
2002-01-03 14:00:00,76.821,77.034,76.407,76.6,664100
2002-01-03 14:30:00,76.729,77.047,76.454,76.778,557500
2002-01-03 15:00:00,76.881,77.233,76.533,76.91,1267800
2002-01-03 15:30:00,77.079,77.398,76.73,77.089,1775400
2002-01-04 09:30:00,77.489,77.975,77.212,77.657,1700100
2002-01-04 10:00:00,77.807,78.16,77.363,77.538,3369800
2002-01-04 10:30:00,77.674,77.822,76.921,77.267,3127200
2002-01-04 11:00:00,77.383,77.696,77.119,77.326,1282300
2002-01-04 11:30:00,77.39,77.663,77.027,77.208,1012100
2002-01-04 12:00:00,77.324,77.458,76.823,77.115,898400
2002-01-04 12:30:00,77.258,77.584,76.968,77.274,587000
