timestamp,open,high,low,close,volume
2001-01-02 09:30:00,86.181,86.452,85.458,85.718,1335300
2001-01-02 10:00:00,85.855,86.105,84.99,85.555,1174000
2001-01-02 10:30:00,85.732,85.941,84.746,84.944,650400
2001-01-02 11:00:00,84.977,85.226,84.136,84.741,675400
2001-01-02 11:30:00,84.855,85.144,84.339,84.761,221200
2001-01-02 12:00:00,84.936,85.123,84.38,84.537,131400
2001-01-02 12:30:00,84.63,85.021,84.258,84.7,179900
2001-01-02 13:00:00,84.875,85.226,84.36,84.618,258300
2001-01-02 13:30:00,84.732,84.898,84.034,84.333,451800
2001-01-02 14:00:00,84.386,84.694,83.831,84.089,715400
2001-01-02 14:30:00,84.222,84.49,83.546,83.804,487200
2001-01-02 15:00:00,83.957,84.122,83.16,83.661,803000
2001-01-02 15:30:00,83.794,84.162,82.997,83.6,1220600
2001-01-03 09:30:00,83.773,84.735,83.485,83.967,859000
2001-01-03 10:00:00,84.1,85.348,83.75,84.802,859300
2001-01-03 10:30:00,84.916,85.226,84.055,84.292,357400
2001-01-03 11:00:00,84.569,84.735,83.526,83.967,567400
2001-01-03 11:30:00,83.998,84.469,83.343,83.661,452200
2001-01-03 12:00:00,83.814,84.04,83.058,83.58,613000
2001-01-03 12:30:00,83.692,84.203,83.201,83.804,610600
2001-01-03 13:00:00,83.998,88.967,83.384,87.022,4180600
2001-01-03 13:30:00,87.446,88.967,86.19,86.696,3989000
2001-01-03 14:00:00,86.834,87.658,86.291,87.348,1909700
2001-01-03 14:30:00,87.487,88.19,86.779,87.45,1104300
2001-01-03 15:00:00,87.711,88.537,87.287,87.817,559200
2001-01-03 15:30:00,87.956,88.394,87.511,88.0,857700
2001-01-04 09:30:00,88.099,88.455,87.389,88.122,1351700
2001-01-04 10:00:00,88.221,88.619,87.369,87.552,863800
2001-01-04 10:30:00,87.711,88.067,86.982,87.572,623000
2001-01-04 11:00:00,87.711,88.21,87.226,87.552,525800
2001-01-04 11:30:00,87.874,88.067,87.104,87.674,563500
2001-01-04 12:00:00,87.834,88.496,87.45,88.102,602000
2001-01-04 12:30:00,88.14,88.312,87.409,87.715,577600
2001-01-04 13:00:00,87.834,88.271,87.369,87.552,678600
2001-01-04 13:30:00,87.65,87.863,86.962,87.47,403400
2001-01-04 14:00:00,87.65,87.924,86.86,87.104,456000
2001-01-04 14:30:00,87.242,87.474,86.535,86.941,434300
2001-01-04 15:00:00,87.099,87.597,86.616,87.002,550300
2001-01-04 15:30:00,87.16,87.597,86.616,86.961,499400
2001-01-05 09:30:00,87.14,87.413,84.868,85.555,1822200
2001-01-05 10:00:00,85.814,86.84,85.417,86.431,3131700
2001-01-05 10:30:00,86.569,86.8,85.559,85.8,1203100
2001-01-05 11:00:00,85.957,86.145,85.092,85.474,534600
2001-01-05 11:30:00,85.61,85.9,84.766,85.474,899200
2001-01-05 12:00:00,85.712,86.023,85.031,85.617,580200
2001-01-05 12:30:00,85.712,86.186,85.417,85.678,407600
2001-01-05 13:00:00,85.875,86.064,85.275,85.596,371500
2001-01-05 13:30:00,85.61,86.002,85.132,85.678,152500
2001-01-05 14:00:00,85.834,86.002,84.97,85.372,275400
2001-01-05 14:30:00,85.508,85.675,84.624,84.944,430100
2001-01-05 15:00:00,85.14,85.307,84.38,84.741,519700
2001-01-05 15:30:00,84.875,85.287,84.116,84.904,1731700
2001-01-08 09:30:00,84.794,84.96,83.831,84.374,1281700
2001-01-08 10:00:00,84.426,85.082,83.831,84.231,435100
2001-01-08 10:30:00,84.426,85.021,83.994,84.272,269100
2001-01-08 11:00:00,84.324,84.653,83.831,84.252,209100
2001-01-08 11:30:00,84.304,84.633,83.851,84.313,934000
2001-01-08 12:00:00,84.386,84.939,83.973,84.17,119900
2001-01-08 12:30:00,84.406,84.571,83.709,83.946,342400
2001-01-08 13:00:00,84.182,84.469,83.648,84.007,122400
2001-01-08 13:30:00,84.182,84.653,83.709,83.926,109700
2001-01-08 14:00:00,84.059,84.449,83.363,83.539,263200
2001-01-08 14:30:00,83.59,83.958,83.079,83.478,421800
2001-01-08 15:00:00,83.488,84.06,83.14,83.763,263700
2001-01-08 15:30:00,83.896,84.878,83.506,84.578,1097500
2001-01-09 09:30:00,85.549,85.859,84.746,84.965,1074400
2001-01-09 10:00:00,85.12,86.002,84.746,85.698,274600
2001-01-09 10:30:00,85.855,86.023,85.031,85.311,577400
2001-01-09 11:00:00,85.447,85.675,84.665,84.883,216100
2001-01-09 11:30:00,85.1,85.471,84.726,85.067,212500
2001-01-09 12:00:00,85.202,85.369,84.644,85.026,124700
2001-01-09 12:30:00,85.059,85.328,84.38,84.863,437600
2001-01-09 13:00:00,84.896,85.307,84.441,84.904,261000
2001-01-09 13:30:00,85.12,85.45,84.583,84.741,480000
2001-01-09 14:00:00,84.875,85.246,84.339,84.842,237200
2001-01-09 14:30:00,84.998,85.553,84.583,85.23,199000
2001-01-09 15:00:00,85.406,85.593,84.726,85.209,495300
2001-01-09 15:30:00,85.345,85.573,84.665,84.822,382900
2001-01-10 09:30:00,84.222,84.694,83.811,84.394,650500
2001-01-10 10:00:00,84.528,85.103,83.994,84.578,549400
2001-01-10 10:30:00,84.794,85.512,84.4,84.761,699900
2001-01-10 11:00:00,84.957,85.859,84.583,85.311,816500
2001-01-10 11:30:00,85.426,86.002,85.01,85.698,250000
2001-01-10 12:00:00,85.834,86.084,84.726,85.311,1314400
2001-01-10 12:30:00,85.426,85.777,84.827,85.067,258100
2001-01-10 13:00:00,85.202,85.369,84.258,84.863,1347300
2001-01-10 13:30:00,84.998,85.512,84.665,84.904,306000
2001-01-10 14:00:00,85.038,85.512,84.604,85.148,136800
2001-01-10 14:30:00,85.324,85.573,84.807,85.067,272100
2001-01-10 15:00:00,85.181,85.859,84.888,85.535,344000
2001-01-10 15:30:00,85.651,86.227,85.295,85.82,820900
2001-01-11 09:30:00,85.589,86.35,85.295,86.044,833900
2001-01-11 10:00:00,86.181,86.554,85.641,86.248,298400
2001-01-11 10:30:00,86.405,86.922,85.803,86.146,1123900
2001-01-11 11:00:00,86.283,86.779,85.925,86.248,352500
2001-01-11 11:30:00,86.426,86.82,86.007,86.37,243200
2001-01-11 12:00:00,86.446,86.84,86.129,86.37,290600
2001-01-11 12:30:00,86.467,86.861,86.047,86.289,424200
2001-01-11 13:00:00,86.385,86.697,85.905,86.37,291000
2001-01-11 13:30:00,86.507,86.82,86.088,86.37,227900
2001-01-11 14:00:00,86.589,87.045,86.21,86.635,265500
2001-01-11 14:30:00,86.813,87.045,86.088,86.655,309400
2001-01-11 15:00:00,86.711,87.311,86.332,86.818,516300
2001-01-11 15:30:00,86.977,87.27,86.372,86.533,735400
2001-01-12 09:30:00,86.63,86.902,85.864,86.065,766800
2001-01-12 10:00:00,86.181,86.616,85.519,86.248,548900
2001-01-12 10:30:00,86.385,87.004,86.068,86.594,573400
2001-01-12 11:00:00,86.752,87.331,86.413,87.022,361400
2001-01-12 11:30:00,87.16,87.474,86.352,86.615,423100
2001-01-12 12:00:00,86.671,86.943,85.986,86.228,262200
2001-01-12 12:30:00,86.303,86.616,85.6,86.167,775000
2001-01-12 13:00:00,86.263,86.432,85.6,85.881,171900
2001-01-12 13:30:00,85.936,86.575,85.6,86.126,202000
2001-01-12 14:00:00,86.242,86.554,85.458,85.637,261300
2001-01-12 14:30:00,85.732,86.329,85.417,86.004,519100
2001-01-12 15:00:00,86.161,86.411,85.6,85.922,276400
2001-01-12 15:30:00,86.059,86.656,85.763,85.983,1044500
2001-01-16 09:30:00,86.181,86.513,85.58,85.983,924900
2001-01-16 10:00:00,86.161,86.656,85.803,86.085,425500
2001-01-16 10:30:00,86.181,86.432,85.681,86.004,303400
2001-01-16 11:00:00,86.14,86.513,85.763,86.085,271200
2001-01-16 11:30:00,86.222,86.493,85.722,86.004,182400
2001-01-16 12:00:00,86.099,86.452,85.661,85.922,165000
2001-01-16 12:30:00,85.997,86.289,85.559,85.841,222400
2001-01-16 13:00:00,85.977,86.452,85.681,86.044,253500
2001-01-16 13:30:00,86.242,86.738,85.946,86.289,1291800
2001-01-16 14:00:00,86.487,86.759,86.047,86.248,98600
2001-01-16 14:30:00,86.446,86.738,85.905,86.085,574900
2001-01-16 15:00:00,86.222,86.779,85.824,86.35,745300
2001-01-16 15:30:00,86.426,87.127,86.129,86.411,1855000
2001-01-17 09:30:00,88.038,88.21,87.206,87.511,2065200
2001-01-17 10:00:00,87.67,88.026,87.226,87.715,710000
2001-01-17 10:30:00,87.854,88.333,87.409,87.878,384200
2001-01-17 11:00:00,87.936,88.333,87.43,87.715,241100
2001-01-17 11:30:00,87.874,88.169,87.43,87.735,187500
2001-01-17 12:00:00,87.813,88.292,87.47,87.755,116700
2001-01-17 12:30:00,87.956,88.128,87.43,87.674,82400
2001-01-17 13:00:00,87.813,88.026,87.104,87.348,247800
2001-01-17 13:30:00,87.487,87.903,87.104,87.572,153000
2001-01-17 14:00:00,87.732,87.903,86.962,87.307,134400
2001-01-17 14:30:00,87.446,87.638,86.576,86.757,996300
2001-01-17 15:00:00,86.895,87.311,86.372,87.002,656500
2001-01-17 15:30:00,87.079,87.311,86.291,86.655,1239200
2001-01-18 09:30:00,87.12,87.433,86.494,86.941,1262400
2001-01-18 10:00:00,87.099,87.392,86.494,86.92,509700
2001-01-18 10:30:00,87.079,87.638,86.677,87.267,711100
2001-01-18 11:00:00,87.364,87.822,86.982,87.307,688500
2001-01-18 11:30:00,87.507,87.944,87.104,87.45,909000
2001-01-18 12:00:00,87.568,88.128,87.186,87.715,484100
2001-01-18 12:30:00,87.936,88.251,87.491,87.796,187800
2001-01-18 13:00:00,88.017,88.537,87.613,88.122,437000
2001-01-18 13:30:00,88.242,88.517,87.694,88.204,448100
2001-01-18 14:00:00,88.364,88.701,87.938,88.102,479300
2001-01-18 14:30:00,88.262,88.558,87.694,87.918,314700
2001-01-18 15:00:00,88.078,88.762,87.755,88.204,381300
2001-01-18 15:30:00,88.303,88.639,87.735,88.02,756100
2001-01-19 09:30:00,88.915,89.089,87.633,87.837,1604400
2001-01-19 10:00:00,88.058,88.312,87.104,87.613,1096100
2001-01-19 10:30:00,87.752,88.067,87.104,87.511,482000
2001-01-19 11:00:00,87.609,88.128,87.206,87.43,459600
2001-01-19 11:30:00,87.609,88.169,87.186,87.837,359500
2001-01-19 12:00:00,87.997,88.19,87.348,87.572,159400
2001-01-19 12:30:00,87.772,88.108,87.287,87.572,559400
2001-01-19 13:00:00,87.691,88.19,87.287,87.633,120500
2001-01-19 13:30:00,87.732,88.292,87.43,87.878,125900
2001-01-19 14:00:00,87.976,88.292,87.511,87.98,473400
2001-01-19 14:30:00,88.058,88.476,87.491,87.654,308000
2001-01-19 15:00:00,87.813,88.108,87.226,87.552,780800
2001-01-19 15:30:00,87.732,88.087,87.348,87.654,522900
2001-01-22 09:30:00,87.65,88.169,87.064,87.674,842800
2001-01-22 10:00:00,87.793,88.455,87.389,87.939,659400
2001-01-22 10:30:00,88.017,88.721,87.674,88.163,729700
2001-01-22 11:00:00,88.303,88.823,87.836,88.0,374500
2001-01-22 11:30:00,88.18,88.394,87.328,87.511,174400
2001-01-22 12:00:00,87.65,88.006,87.267,87.511,295200
2001-01-22 12:30:00,87.609,87.842,87.064,87.45,508600
2001-01-22 13:00:00,87.568,87.944,87.145,87.307,173500
2001-01-22 13:30:00,87.446,87.679,86.901,87.144,425400
2001-01-22 14:00:00,87.324,87.903,86.921,87.409,352000
2001-01-22 14:30:00,87.568,87.985,87.104,87.45,747100
2001-01-22 15:00:00,87.63,88.169,87.267,87.531,386300
2001-01-22 15:30:00,87.67,88.067,87.206,87.755,715200
2001-01-23 09:30:00,87.793,88.394,87.409,87.674,684400
2001-01-23 10:00:00,87.854,88.169,87.287,87.755,378000
2001-01-23 10:30:00,87.813,88.415,87.511,88.02,638500
2001-01-23 11:00:00,88.221,88.435,87.674,88.061,573400
2001-01-23 11:30:00,88.14,88.537,87.775,87.98,713000
2001-01-23 12:00:00,88.078,88.66,87.775,88.244,804400
2001-01-23 12:30:00,88.385,88.619,87.857,88.183,186400
2001-01-23 13:00:00,88.303,88.639,87.958,88.244,276800
2001-01-23 13:30:00,88.425,88.823,88.019,88.387,417300
2001-01-23 14:00:00,88.527,89.11,88.162,88.672,615800
2001-01-23 14:30:00,88.833,89.212,88.406,88.815,740800
2001-01-23 15:00:00,88.874,89.273,88.426,88.692,556200
2001-01-23 15:30:00,88.854,89.396,88.406,88.733,1036300
2001-01-24 09:30:00,88.956,89.437,88.406,88.937,1031200
2001-01-24 10:00:00,89.119,89.58,88.65,89.059,704900
2001-01-24 10:30:00,89.139,89.662,88.65,89.1,393900
2001-01-24 11:00:00,89.323,89.764,88.934,89.446,526700
2001-01-24 11:30:00,89.609,89.825,89.036,89.242,497800
2001-01-24 12:00:00,89.425,89.641,88.812,89.059,159400
2001-01-24 12:30:00,89.282,89.478,88.751,88.978,280400
2001-01-24 13:00:00,89.058,89.334,88.568,88.917,299100
2001-01-24 13:30:00,89.037,89.253,88.385,88.774,268700
2001-01-24 14:00:00,88.915,89.334,88.487,88.896,215000
2001-01-24 14:30:00,89.058,89.437,88.65,88.937,501400
2001-01-24 15:00:00,89.16,89.58,88.711,88.937,200400
2001-01-24 15:30:00,89.037,89.416,88.65,89.1,407500
2001-01-25 09:30:00,88.956,89.416,88.507,88.998,961300
2001-01-25 10:00:00,89.241,89.784,88.426,88.794,1359300
2001-01-25 10:30:00,89.037,89.294,88.263,88.57,1123200
2001-01-25 11:00:00,88.629,89.11,88.284,88.733,486000
2001-01-25 11:30:00,88.874,89.518,88.446,89.1,1395800
2001-01-25 12:00:00,89.221,89.457,88.69,89.08,384100
2001-01-25 12:30:00,89.139,89.396,88.629,89.018,438100
2001-01-25 13:00:00,89.221,89.641,88.853,89.161,695900
2001-01-25 13:30:00,89.221,89.539,88.751,89.059,629400
2001-01-25 14:00:00,89.119,89.375,88.406,88.652,441800
2001-01-25 14:30:00,88.813,89.11,88.324,88.652,625800
2001-01-25 15:00:00,88.793,89.171,88.324,88.815,506000
2001-01-25 15:30:00,88.874,89.15,88.406,88.692,847400
2001-01-26 09:30:00,88.242,88.701,87.877,88.326,774500
2001-01-26 10:00:00,88.446,88.864,87.877,88.061,842800
2001-01-26 10:30:00,88.303,88.496,87.47,87.776,760000
2001-01-26 11:00:00,87.976,88.374,87.491,87.98,173400
2001-01-26 11:30:00,88.058,88.374,87.633,87.898,152200
2001-01-26 12:00:00,88.038,88.68,87.674,88.285,238700
2001-01-26 12:30:00,88.405,88.742,87.958,88.224,887900
2001-01-26 13:00:00,88.466,88.864,88.101,88.387,582200
2001-01-26 13:30:00,88.589,88.967,88.08,88.489,410200
2001-01-26 14:00:00,88.691,88.864,88.06,88.346,424600
2001-01-26 14:30:00,88.568,89.048,88.162,88.591,475100
2001-01-26 15:00:00,88.752,88.946,88.263,88.489,250600
2001-01-26 15:30:00,88.67,88.946,88.08,88.509,368600
2001-01-29 09:30:00,88.466,89.032,88.077,88.567,869300
2001-01-29 10:00:00,88.701,88.967,88.188,88.469,685000
2001-01-29 10:30:00,88.616,88.967,88.233,88.639,353700
2001-01-29 11:00:00,88.708,89.032,88.181,88.671,660900
